Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Avg Eigen Constructor Time,Avg CSC Constructor Time,Avg CSF2 Constructor Time,Avg CSF3 Constructor Time,Avg Armadillo Constructor Time,Avg Eigen InnerIterator Time,Avg CSC InnerIterator Time,Avg CSF2 InnerIterator Time,Avg CSF3 InnerIterator Time,Avg Armadillo InnerIterator Time,Avg Eigen Scalar Multiplication Time,Avg CSC Scalar Multiplication Time,Avg CSF2 Scalar Multiplication Time,Avg CSF3 Scalar Multiplication Time,Avg Armadillo Scalar Multiplication Time,Avg Eigen Vector Multiplication Time,Avg CSC Vector Multiplication Time,Avg CSF2 Vector Multiplication Time,Avg CSF3 Vector Multiplication Time,Avg Armadillo Vector Multiplication Time,Avg Eigen Memory Usage,Avg CSC Memory Usage,Avg CSF2 Memory Usage,Avg CSF3 Memory Usage,Avg Armadillo Memory Usage,Avg Eigen Transpose Time,Avg CSC Transpose Time,Avg CSF2 Transpose Time,Avg CSF3 Transpose Time,Avg Armadillo Transpose Time,Avg Eigen Matrix Multiplication Time,Avg CSC Matrix Multiplication Time,Avg CSF2 Matrix Multiplication Time,Avg CSF3 Matrix Multiplication Time,Avg Armadillo Matrix Multiplication Time,Avg Eigen Outer Sum Time,Avg CSC Outer Sum Time,Avg CSF2 Outer Sum Time,Avg CSF3 Outer Sum Time,Avg Armadillo Outer Sum Time,Avg Eigen Sum Time,Avg CSC Sum Time,Avg CSF2 Sum Time,Avg CSF3 Sum Time,Avg Armadillo Sum Time,Avg Eigen Norm Time,Avg CSC Norm Time,Avg CSF2 Norm Time,Avg CSF3 Norm Time,Avg Armadillo Norm Time
313,163,163,935,0.198802,0.035191,7063,10630,64344,89469,33550,695,723,1062,3194,3652,523,411,491,3266,436,741,1058,1386,3667,4574,11876,11900,17824,10937,11876,1959,104412,62026,73496,7596,106678,171595,196322,536285,112300,1112,1384,1013,3889,1757,182,737,653,3196,336,739,707,643,3166,354
314,416,416,8562,0.00453,0.049475,33433,104986,903432,1323935,274813,5496,5514,5849,31785,26635,2759,3634,3765,32491,3655,4368,5981,7141,33185,10569,104412,104436,149968,107199,104412,12447,3257023,721218,898078,21558,2067478,3384624,3695341,13826685,1551648,3342,11455,4572,31565,7999,1673,5568,5512,31576,2859,5490,5544,5630,30917,2773
315,416,416,1364,0,0.007882,11792,18486,101748,144333,48146,961,966,1138,4532,5849,775,575,721,4426,599,1098,1644,1867,5143,2346,18036,18060,35160,22764,18036,2983,282802,101646,120215,15012,624978,1448052,1579943,2767150,711478,2402,2250,1841,6015,3310,296,1027,1026,4512,523,1000,1004,1054,4482,491
316,400,400,1201,0.330417,0.007506,10465,12780,70932,86438,43634,803,799,863,3464,5253,581,523,380,3462,547,933,1374,1629,4298,2014,16016,16040,27276,16388,16016,2649,258218,75900,84180,11562,556888,977463,1079396,2136976,627783,1939,1981,1440,5216,3011,284,839,699,3759,469,805,805,649,3570,433
317,400,400,399,0,0.002494,4742,3789,33773,40628,16871,364,386,534,1296,3015,388,192,288,1256,206,491,797,1018,1503,1015,6392,6416,19208,11099,6392,1512,6564,44397,44184,6141,393622,760308,926696,1071461,532843,1755,1428,1236,2953,2753,148,455,517,1284,214,388,384,482,1258,188
318,100,100,396,0.24,0.0396,4964,4806,28365,38770,13731,334,649,340,1214,1753,222,204,164,1294,216,454,587,615,1607,3336,5156,5180,8408,5020,5156,1088,34104,29028,33573,4021,35436,55377,68514,163246,37807,234,340,306,1264,927,198,349,252,1226,226,335,316,254,1138,198
319,1000,1000,3996,0.249,0.003996,24047,40580,234680,302645,136766,2466,2634,3426,10461,15122,1488,1643,1186,10893,1673,2570,3618,4446,12998,5887,51956,51980,84008,55220,51956,6862,1934727,240697,274146,11197,4086558,7759532,8136398,17137301,5437240,5141,5131,4299,14228,7626,949,2538,2370,11139,1418,2504,2515,2270,10469,1430
320,2000,2000,7996,0.2495,0.001999,49927,93788,580003,731433,279476,5167,5943,8460,26984,31589,3097,3420,3266,22444,3446,5468,7584,10053,27269,13912,103956,103980,168008,112220,103956,14863,7934460,489151,586472,23658,18637677,31196439,32632983,69973922,28535017,3087,10750,7748,24968,15733,1975,5542,7940,22383,5003,5312,5296,6760,21802,2859
321,500,500,1996,0.248,0.007984,17160,20490,122664,159548,72756,1312,1318,1368,5610,7971,821,877,621,5652,885,1363,1945,2378,6946,2964,25956,25980,42008,26720,25956,3618,541203,124740,145038,18883,1028028,1752617,1866200,4244992,1108316,2524,2693,1845,7802,3947,377,1334,1046,5852,701,1332,1306,1059,5712,713
322,5000,5000,19996,0.2498,0.0008,119083,251203,1453862,1830497,615404,12521,14176,22205,52476,76573,7569,8673,8880,54858,8520,13152,19063,25736,67378,30615,259956,259980,420008,283220,259956,35935,47408337,1201838,1541615,56213,116836181,201548036,207561132,437506041,194598056,6798,18591,25179,61128,38113,5183,12882,21518,55359,8008,12826,12655,19845,53287,7544
323,225,225,1065,0,0.021037,8730,11028,70700,103849,38007,693,713,771,3244,4037,482,452,445,3292,488,745,1140,1224,3700,1933,13684,13708,24264,15339,13684,2071,147627,73355,87423,10183,193563,302743,331916,901094,186670,1284,1465,1019,3995,1897,248,729,741,3260,523,707,701,721,3187,386
324,2961,2961,14585,0,0.001664,76140,177220,1263702,1765078,510611,9499,10066,15294,45240,54574,5559,6307,6347,47148,6287,9996,13956,17440,50091,29607,186868,186892,328136,234561,186868,25512,21631611,1114694,1440313,43014,46929861,78772126,80002786,187382663,87909978,5271,18027,15928,48587,25377,3699,9828,15142,44614,6171,9662,9535,14611,44301,5622
325,900,900,4380,0,0.005407,22522,48232,358698,499519,157497,2827,2925,3492,13799,16494,1787,1875,1701,14200,1915,2801,4117,4636,15723,6698,56164,56188,98904,68898,56164,7359,2030743,312598,377838,12579,3857483,8476002,8647980,18559148,4549460,4720,5476,4284,14859,7696,1012,2909,3101,13792,1577,2857,2855,3051,13727,1591
328,882,882,3354,0.029035,0.004311,19135,45725,269209,378912,123614,2677,2945,4636,13936,14952,2558,1459,2420,14453,1474,3222,4618,5558,15494,6801,43780,43804,79848,54038,43780,8217,1446529,249804,301499,10922,3291026,5520190,5996527,12870603,4185899,6173,5816,4905,17106,8625,895,2987,2801,14164,1366,2839,3079,3047,13894,1132
329,480,480,17088,0.092341,0.074167,74732,211795,2088701,3035233,546154,10856,11100,15858,86678,53061,6169,7235,6183,88661,7269,9335,11946,18332,90926,22049,206980,207004,261636,187952,206980,27742,7423069,1711139,2170998,37105,4698088,7058293,7465719,35620437,3105741,8356,26888,8640,83097,15451,4330,10942,10155,85688,5712,10906,10906,9846,80148,5498
330,480,480,17088,0.071755,0.074167,68320,200347,1996476,2934097,515432,10457,10455,14142,78381,50302,5941,6941,6021,81797,6963,9083,11349,17459,82208,21195,206980,207004,265476,191100,206980,26864,7169615,1658666,2098047,34783,4557307,6867811,7172236,34694642,3010174,7871,25754,8445,77910,15086,3204,10467,9207,78597,5442,10431,10512,9519,75631,5298
331,2048,2048,12032,0.487305,0.002869,56890,142315,696754,895082,404629,7610,7926,9922,31174,42345,4129,5057,2903,28994,5560,7293,11411,11820,36177,17841,152580,152604,187416,121900,152580,20187,12637878,569305,699169,30737,23401831,39828476,40842995,98853862,55228721,4341,13842,7963,32583,18084,2737,7963,8211,31178,5087,7865,7870,6478,31340,4364
332,5000,5000,29600,0.49192,0.001184,139135,375063,1716034,2178760,915593,18733,19506,25132,76105,103081,10942,12663,9858,68782,12529,18553,25119,30875,88380,42590,375204,375228,458424,301534,375204,47785,75100273,1413196,1885027,78633,140550123,236655707,237417356,586670596,210826679,9942,20506,25073,71806,42934,8199,19386,22340,76209,12293,19063,19121,17849,75652,11046
333,968,968,5632,0.481405,0.006011,26876,66841,326148,409524,194719,3628,3785,4051,15036,20189,2053,2420,1172,14020,2432,3298,4945,5270,17861,8059,71460,71484,88376,56266,71460,9313,2879168,287595,341572,13355,4817808,8783629,8571955,22113559,5644519,1979,6710,2773,16038,8684,1232,3782,2368,14972,2001,3647,3723,2599,15058,1952
334,136,136,479,0.18076,0.025897,4129,7111,35835,44896,18346,377,386,675,1669,2226,366,244,320,1697,236,501,733,1014,1992,3292,6296,6320,10864,6489,6296,1376,44575,31990,33719,4500,50721,92341,120569,270068,68732,995,1051,775,2290,1308,146,406,345,1715,258,386,390,354,1685,212
335,496,496,1859,0.212366,0.007556,14090,19637,116356,151608,62008,1194,1218,1659,5808,7494,923,786,803,5903,795,1366,1980,2398,6790,2965,24296,24320,40588,25764,24296,3601,445920,103682,113719,15214,978150,1627614,1812028,3799310,1066343,2741,2557,1961,7562,3949,398,1214,983,5897,711,1232,1208,1078,5855,651
336,5151,5151,20199,0.237947,0.000761,97434,252740,1437894,1838834,624072,12265,13835,22646,53760,75357,8327,8153,10063,55774,8239,13479,18176,26594,61361,30421,262996,263020,429216,289332,262996,35356,46137054,1058489,1248507,43868,120068589,206715971,218181133,450961412,249185226,7594,18649,25982,62342,38620,5380,12635,23398,55418,9074,12838,12655,20404,54041,7376
337,100,100,396,0,0.0396,5103,4618,29505,41541,13771,280,285,322,1198,1651,218,188,178,1242,196,400,560,561,1545,2627,5156,5180,9560,5980,5156,1036,31627,27567,34116,4412,30120,49226,62770,147498,32681,244,332,309,1206,847,122,306,296,1234,252,312,288,322,1224,200
338,1000,1000,3996,0,0.003996,23766,42681,303124,403454,142242,2576,2901,3558,11786,15679,1559,1721,1462,12413,1783,2592,3690,4825,13521,6686,51956,51980,95960,65928,51956,6959,2014356,276187,333228,11555,4215548,8052341,8615709,17798213,5464721,4895,4638,3426,13242,7826,1022,2685,3133,11904,1452,2671,2616,3001,11651,1432
339,588,588,11003,0.00115,0.031824,45904,148079,1177775,1615684,379466,6985,7131,7477,42481,35797,3923,4645,4244,42629,4634,5945,8349,9227,42213,13986,134392,134416,194708,143810,134392,16164,5139524,845714,1059707,21283,3856793,5602186,6009657,24646277,2944573,4642,12623,5610,41583,11208,2350,7271,7039,41560,3638,7031,7095,7271,40732,3526
343,8032,8032,181746,0.007416,0.002817,802593,2878897,22789362,29116386,5463551,117550,116117,216604,638642,557876,87706,88362,95445,649394,90082,109653,137622,205413,644390,239242,2213084,2213108,3147572,2466227,2213084,472139,1309610103,16811035,24227888,562761,929667816,1414411502,1548136866,5597037193,813054341,87518,223611,212724,646482,180565,64055,116556,212843,638435,78841,117858,116360,183255,616771,71037
344,588,588,12429,0.005023,0.035949,51206,170997,1554395,2027222,396800,7963,8461,8562,49090,39139,3829,5298,4532,49308,5313,6197,8832,10529,49495,15763,151504,151528,217104,160770,151504,17974,6317337,1014595,1294606,26353,4211148,6160417,6563581,27772900,3303347,4911,15206,6674,47870,11411,2548,7972,8512,48078,4206,7997,8031,8113,46162,4029
345,30237,30237,18211,0,0.00002,164814,218968,2082400,2152413,553097,27659,27994,71107,71546,194482,27654,7508,46904,72858,7492,32581,44880,71874,85777,73828,339484,339508,1258984,720301,339484,84123,361838,2390615,2232838,86414,2817844091,4826197369,4793654656,5868527918,7565289608,24080,33124,94156,74742,203900,4612,22538,94198,73431,8375,28379,25273,60425,76143,6388
346,23052,23052,166389,0.000937,0.000313,788564,2860693,18475727,24967097,5253399,116552,115262,205950,653119,622353,91465,92070,88614,668124,87452,123140,152684,195372,698882,254068,2088880,2088904,3397548,2526890,2088880,426031,2129142940,15527075,19248882,517602,3587259826,5511821364,5848684822,18433696448,4793879910,83364,188393,230310,635109,272010,59369,112110,223361,651077,75634,117155,115034,176637,641048,64268
347,25503,25503,14765,0,0.000023,149770,175633,1637453,1750126,464231,27946,27449,60070,58880,169157,27615,6203,39414,59341,6215,32428,45948,63757,72548,62962,279196,279220,1052360,599709,279196,80142,209092,2035872,1884743,74087,2108703785,3502856736,3527418044,4201908802,5460296708,23995,31930,80246,64190,178526,4175,24257,77591,59836,7123,28383,25904,49613,63150,5211
348,8032,8032,7842,0.001362,0.000122,76493,107152,850426,983048,246594,13451,13679,24277,33719,67512,13289,3294,15182,33923,3448,15555,20704,26798,39043,28311,126236,126260,381692,228806,126236,36628,4471549,852967,902667,37518,229206164,383148694,397755603,537469611,450651946,13793,23399,35332,35789,62447,2222,12577,26153,34809,3222,14206,13695,20262,34893,3208
350,4875,4875,160383,0,0.006749,776715,2537964,18898636,24988533,4945026,104369,105495,167195,573942,478000,70358,77649,99024,589930,82388,82933,104964,168662,577174,190060,1944100,1944124,2721312,2154293,1944100,369244,920948356,16561615,21047590,411968,429024240,697108021,718116550,2968101272,405863382,66336,217450,172840,567650,140348,59864,103351,176467,573584,68023,105502,102117,162272,555884,66977
353,4875,4875,55107,0.000377,0.002319,246252,815355,5544878,7632504,1940309,35652,36893,57389,194432,176218,19238,24375,28731,199305,24211,32120,41888,61397,204862,71818,680788,680812,1028268,782888,680788,100755,169619353,5237181,8551519,121716,194342350,309142621,320499624,1107009634,274694296,19242,56856,57143,190309,63715,16066,36460,56544,193290,21793,36065,35907,53538,190485,21426
354,13965,13965,168435,0.012122,0.000864,762562,2727992,16462241,22711490,5353786,115252,114264,184722,577076,541071,77240,88005,61164,584859,86161,99474,126146,179384,603542,215558,2077084,2077108,3125952,2396387,2077084,334758,1606026901,15656085,21442470,401852,1637586818,2559851222,2622419610,9453858631,2364716331,66086,163879,189034,567197,190978,55177,112503,190541,563811,71331,113202,111300,158954,552205,64467
355,24696,24696,304233,0.007001,0.000499,1432336,5132945,38353331,50639010,9622604,208370,208683,388138,1050536,974866,143855,165376,138746,1057583,161601,189848,236307,359606,1097971,397279,3749584,3749608,5632752,4324913,3749584,624461,5070114674,37709245,47474501,785639,5206185851,8104375177,8245645167,31943021790,6692154894,136824,296556,363377,1048735,346808,119528,204195,387436,1024790,141255,210160,204790,321134,1039203,126855
357,726,726,17622,0.006312,0.033434,77799,227602,1509236,2168733,579681,11519,11537,17735,68354,57078,6129,7933,5073,69642,7652,9457,12952,20626,71424,23832,214372,214396,235440,168119,214372,27792,11478559,1281587,1692023,35871,7575162,10788904,11457366,46063296,5738280,7496,23996,7079,67394,17354,3346,11469,7990,68434,5855,11445,11487,8083,66104,5853
358,1050,1050,15103,0.289956,0.013699,71131,214293,1563378,2069134,486604,10305,10640,25612,69600,48721,8862,6452,8229,70802,5828,11166,15176,29483,72045,23516,185440,185464,236596,175358,167692,29264,10427029,1179129,1571938,35051,10909249,17467775,17068831,69564053,9079083,9756,19741,12020,69254,21538,3044,10531,10433,69648,4640,10449,10912,10538,67222,4688
359,1440,1440,23855,0.176577,0.011504,118955,356777,2627366,3524845,778319,15871,16479,28862,97466,90632,11411,10317,12904,97617,10049,16086,20799,31312,100274,35798,292024,292048,391904,298461,284392,60783,21526536,2248968,2737089,60475,23578851,39382305,42581808,153604617,21143411,12936,32823,20296,96831,29641,5692,16355,20222,95966,8542,16258,16394,20841,95493,8475
360,4515,4515,51111,0.079253,0.002507,208869,737385,4609764,6661717,1560134,31569,32721,51250,189992,160877,19853,22183,26044,192491,21957,30469,40293,56706,199760,68408,631396,631420,943176,715646,631396,78521,138627578,4519913,7016276,137594,168234688,262322916,276374447,976501824,227678055,22083,48529,47961,182125,60047,15633,32597,51905,185924,20763,31901,31896,50418,181600,18566
363,1824,1824,20516,0.030426,0.006167,88502,307923,2244930,2987768,719419,13333,13731,21695,83472,69394,9035,8764,11559,83262,8804,13842,18300,23674,82869,30335,253492,253516,382976,288052,253492,37734,23344885,1826051,2243237,57215,28077443,48535286,52704661,166681980,30462484,10625,23652,19420,82612,27652,5301,13711,19973,81915,8834,13611,13723,19031,80866,7586
364,2910,2910,88603,0.014106,0.010463,474706,1415601,2191246,2513448,3096239,59223,57662,58187,222962,279618,41846,44114,5891,170004,44625,51823,62453,60132,224150,114605,1074880,1074904,482476,248937,1074880,265674,278676188,1645256,1893383,266549,155090871,232271785,240256118,681919990,134052739,38379,127164,24213,223597,82719,24297,57900,22027,222573,37742,56281,56315,18328,222341,34713
365,4704,4704,54730,1,0.002473,263033,894211,1910551,2059011,1965089,35957,36488,41185,141214,179382,22167,24814,11363,115392,23474,33404,43918,45938,168624,74906,675580,675604,425920,233243,675580,94026,163955828,1489950,1662219,213196,194371429,296326829,294394336,864178109,221081459,24142,58451,27747,125048,67566,14898,36272,23205,141323,23953,35885,35901,21656,140904,21101
370,2624,2624,35823,1,0.005203,190196,506417,3138823,4779342,1126390,23161,23621,37885,115989,112801,12449,15529,16146,114312,15880,22251,27465,40254,124405,49026,440376,440400,517228,375111,440376,90992,86847400,2807363,3547103,150482,63482781,100527027,112673348,353810650,77424582,18099,54644,27773,119832,39826,9493,23556,26754,114911,15224,23836,23460,25762,116380,13657
371,4510,4510,21199,0.035369,0.001042,124244,297335,2009306,2679660,693688,14341,15338,35494,74744,82256,11339,8957,17088,73491,9053,16613,22544,38634,82684,36634,272432,272456,426096,294613,272432,57399,51735635,1926631,2517676,74086,102482685,177105380,201765479,448092896,184483423,14288,35190,31599,81859,46214,5498,14952,27692,75599,9125,15028,15310,25592,76906,8005
372,12127,12127,48137,0.036823,0.000327,275425,745189,4357921,5861798,1495518,35135,36554,69580,166877,197151,28353,20740,27864,168598,20212,40638,54921,77523,184796,87470,626156,626180,1088308,753391,626156,135796,286054028,3775904,4662807,158451,699954110,1172399120,1384188174,2888891857,1400752837,33095,55588,69626,171638,111104,12239,38035,72083,172968,18935,36927,37398,53396,171381,16595
375,1348,1348,19457,0.022815,0.010708,96661,283135,1892279,2524084,624817,12770,13010,24179,78643,67971,10982,8279,10621,78853,8273,14421,18773,27108,81951,32316,238880,238904,293680,213179,238880,43643,19129285,1602189,2043937,57285,18118531,32188632,33550446,108611566,17486113,11527,25177,17685,78252,28241,5139,13335,15966,77813,6981,12928,13433,15206,76379,6811
376,9540,9540,207308,0.225059,0.002278,1209893,3520172,27709212,35356929,6603578,137942,138922,262446,796851,685798,102257,102077,96284,805777,104063,133315,172718,268289,790390,298993,2525860,2525884,3538844,2763207,2525860,685281,1836307889,20524947,28835080,713478,1404855423,2014914955,2197774708,8057167248,1211583381,108156,280079,256723,775688,234285,73451,137822,253443,783587,88925,139788,138090,223078,764746,82969
377,3456,3456,66528,0.032549,0.00557,292149,904298,6411032,8724249,2124570,45853,44469,63663,235311,209563,31366,34961,33138,240985,35069,38217,48148,65947,237383,84200,812164,812188,1175064,911736,812164,139960,196591413,8669557,11222942,197087,147703152,220310297,232279729,895191830,153685547,24483,75207,68101,235501,66222,19530,43682,64202,232958,28385,43561,43355,67541,227713,26920
379,12328,12328,177578,0,0.001168,955093,2987050,19570094,26216324,5988965,118652,119029,246107,696756,522772,83861,89393,81937,702970,80909,113593,141413,245767,726041,226106,2180252,2180276,3001684,2288413,1933484,592561,1357665155,17655521,23126437,538772,1551902613,2388922293,3139151132,9846568358,1663135442,82023,217525,219660,682724,187669,60327,117558,206529,699963,66210,119692,119197,179709,688631,58846
380,317,317,7327,0.058515,0.072913,31923,95774,943134,1319288,243174,4757,4847,6237,29821,23812,2532,3165,3115,30389,3196,4259,5244,8408,31414,10223,89196,89220,125312,85800,88632,11145,2339588,625521,777682,15406,1372780,1973717,2259091,8890822,932747,3486,11000,4670,29968,7552,1703,4887,4787,29841,2685,4776,4847,5141,28904,2400
381,317,317,7327,0.01616,0.072913,28858,92870,786857,1063454,215634,4554,4602,5754,25880,19155,2833,3035,2711,26536,2484,4324,5570,7195,27315,8429,89196,89220,111212,73265,72348,10788,2192258,549824,678632,12704,1309794,1890163,2144237,8031664,795438,3494,9561,7396,25774,6698,1507,4682,3965,25730,2106,4552,4576,4240,25221,1885
382,317,317,7327,0.229573,0.072913,31617,96609,986554,1359740,246592,4789,4909,5760,29463,23816,2536,3192,2895,30291,3190,4047,5482,7620,31643,10431,89196,89220,126728,87013,89004,11968,2325854,625970,776566,15315,1376510,1982059,2289430,8790071,937480,3373,11066,4881,30226,7153,1455,4973,4881,29737,2639,4772,7859,5075,28735,2424
383,317,317,7327,0.007137,0.072913,28707,92461,787889,1071720,221379,4548,4570,5624,25686,19075,2815,3009,2687,26259,2470,4283,5797,6849,27579,9241,89196,89220,111212,73265,72348,11010,2202184,584576,671647,12605,1316855,1876046,2126047,7940621,776027,3318,9429,3797,25706,6732,1532,4733,3929,25690,2174,4524,4526,4156,25101,1907
384,1182,1182,32747,0.229573,0.023439,149915,426209,3872561,5495453,1051336,20881,21674,32503,126887,99616,9571,13788,13629,128663,13755,17563,21953,35807,128513,42998,397696,397720,556424,426433,396316,56933,40763632,3003060,3910825,74361,22386565,31984371,38859681,149457773,17844273,13716,46164,30356,124866,29158,7832,21135,29759,124399,12200,20859,20806,25820,123065,11511
385,1182,1182,32747,0.010626,0.023439,138185,419431,3707289,5073127,1022566,20358,20937,32242,124609,88758,9928,13439,11519,119911,12259,17082,21083,32268,123098,38606,397696,397720,525836,399016,360832,62008,37844158,2910836,3483367,73257,21843905,31246229,35907171,142935838,16676547,13637,42750,26081,116255,26672,7181,20402,26245,115833,10665,20278,20242,24812,114928,10502
386,1182,1182,32747,0.125276,0.023439,142942,420468,4034417,5609467,1020905,20262,20914,31296,123942,96735,9243,13471,13685,125616,13353,16787,20504,34290,124495,42668,397696,397720,560000,429661,397156,58644,37815222,3066633,3543834,67585,21805174,31280970,37430698,145766441,17461045,13291,44649,28144,120295,28126,8211,20255,29807,119824,11269,20446,20332,28537,119171,11243
387,1182,1182,32747,0.004738,0.023439,148925,439368,4054955,5303064,1053796,21263,22213,31424,123233,94359,10307,14175,11874,124882,12811,18987,22275,33190,126392,39199,397696,397720,525836,399016,360832,62170,40575410,3103162,3958238,78283,23237811,33291292,37972048,150879976,17479681,13299,45183,27948,121173,28373,7626,21752,27571,120485,10910,21909,21203,24287,118768,10467
