Matrix Number,Matrix Rows,Matrix Cols,Matrix Nonzeros,Matrix Redundancy,Matrix Density,Eigen Constructor Time,CSC Constructor Time,CSF2 Constructor Time,CSF3 Constructor Time,Armadillo Constructor Time,Eigen InnerIterator Time,CSC InnerIterator Time,CSF2 InnerIterator Time,CSF3 InnerIterator Time,Armadillo InnerIterator Time,Eigen Scalar Multiplication Time,CSC Scalar Multiplication Time,CSF2 Scalar Multiplication Time,CSF3 Scalar Multiplication Time,Armadillo Scalar Multiplication Time,Eigen Vector Multiplication Time,CSC Vector Multiplication Time,CSF2 Vector Multiplication Time,CSF3 Vector Multiplication Time,Armadillo Vector Multiplication Time,Eigen Memory Usage,CSC Memory Usage,CSF2 Memory Usage,CSF3 Memory Usage,Armadillo Memory Usage,Eigen Transpose Time,CSC Transpose Time,CSF2 Transpose Time,CSF3 Transpose Time,Armadillo Transpose Time,Eigen Matrix Multiplication Time,CSC Matrix Multiplication Time,CSF2 Matrix Multiplication Time,CSF3 Matrix Multiplication Time,Armadillo Matrix Multiplication Time,Eigen Outer Sum Time,CSC Outer Sum Time,CSF2 Outer Sum Time,CSF3 Outer Sum Time,Armadillo Outer Sum Time,Eigen Sum Time,CSC Sum Time,CSF2 Sum Time,CSF3 Sum Time,Armadillo Sum Time,Eigen Norm Time,CSC Norm Time,CSF2 Norm Time,CSF3 Norm Time,Armadillo Norm Time
18,1454,1454,3377,1,0.001597,25337,57198,236734,254177,106820,8025,8145,9849,16742,25117,7955,1443,1152,16992,1473,8977,11582,13626,18485,14948,46344,46368,77508,45239,46344,18815,1979593,251992,274165,18705,8601604,14640530,19885017,28932567,14603431,39324,22021,7754,18605,19897,852,8106,2675,17253,1573,8246,8786,2795,16621,1222
18,1454,1454,3377,1,0.001597,28243,56977,208171,250550,145893,7855,7784,11451,16661,25007,7765,1413,1133,16582,1453,8957,11371,11001,18254,14126,46344,46368,77508,45239,46344,17783,1993719,242385,260318,20418,8561158,14804168,18424938,27814110,14046947,8696,18715,2044,32080,19236,712,8105,4628,17082,2094,7894,8647,5100,16791,1142
18,1454,1454,3377,1,0.001597,34374,55925,218891,232877,129853,7785,7814,9517,16731,25067,8035,1403,1122,16782,1462,8866,11411,10960,19046,14688,46344,46368,77508,45239,46344,21360,1976026,251943,263053,19146,8481889,14869289,19838980,27480082,13765940,8596,8246,8897,27382,18796,811,8185,4458,17302,1213,8015,8186,8526,16641,1202
18,1454,1454,3377,1,0.001597,28393,54813,213059,232646,110918,7734,8446,9689,16631,25708,8055,1433,1132,16381,1432,8817,11862,10650,18705,14046,46344,46368,77508,45239,46344,17412,1954306,248035,259376,20158,8622964,15391970,19035564,28790470,12713386,7905,8355,2134,17183,19116,1423,6102,9077,17413,1152,7975,8315,2004,16952,1904
18,1454,1454,3377,1,0.001597,40646,54412,214482,254357,115717,7724,7695,10790,16531,25348,7924,1422,1152,16752,1433,8606,11201,10910,18615,14758,46344,46368,77508,45239,46344,17333,1988841,250580,265327,18245,8680822,15214257,19262880,28840956,13826083,8806,8466,16891,17593,19056,651,8075,2185,17433,1122,7915,7644,1422,16712,1092
19,1612,1612,3718,1,0.001431,26349,58570,249208,245000,111509,8446,8887,10179,18475,26781,8747,1543,1212,18034,1563,9788,12513,13395,19788,15399,51068,51092,85824,50188,51068,19186,2329409,287318,293099,20708,10018501,15907847,20965073,31440711,16154811,41228,22763,8926,19377,20789,1383,8887,2645,18685,2124,8686,9067,2675,17753,1282
19,1612,1612,3718,1,0.001431,29656,59111,224170,249038,156303,8516,9047,12273,17994,26820,8646,1563,1212,18284,1533,9477,12443,11432,19797,15669,51068,51092,85824,50188,51068,19546,2272843,259868,282549,22743,10159285,16010751,20487467,30944180,16762461,8776,23685,2535,31479,20449,752,9117,5450,18124,2024,8516,9017,5982,17864,1744
19,1612,1612,3718,1,0.001431,36107,58841,231655,267632,139982,8636,8246,10219,18234,26991,8556,1523,1283,18184,1543,9478,12693,11702,19977,17232,51068,51092,85824,50188,51068,22633,2301377,266129,281368,20308,10049189,16416521,21068317,31666525,16404559,9818,8866,10851,29155,20117,692,8506,2965,18405,1153,8416,9087,7704,18816,1232
19,1612,1612,3718,1,0.001431,27933,57929,224821,267211,117500,8446,8667,10250,17894,27522,8526,1523,1242,17923,1512,9698,12263,11722,19778,17623,51068,51092,85824,50188,51068,18395,2321724,265849,267973,21760,10320618,16622838,20945195,32248056,16206998,8496,8957,2394,18184,20038,1582,6523,10049,18766,1132,8446,8997,2264,18665,2003
19,1612,1612,3718,1,0.001431,48020,58891,227457,254547,118803,8445,8496,12353,18003,27221,8536,1543,1203,18334,1512,9618,12574,11602,19186,16541,51068,51092,85824,50188,51068,19597,2327045,270387,278933,20518,10277267,16530365,20274839,32605466,16632667,9458,8967,18765,19296,20779,582,9257,5791,18475,1402,8757,8937,1563,18355,1503
20,1624,1624,3837,1,0.001455,27532,59812,229260,252854,116719,8506,8536,10640,17713,27201,8587,1583,1152,18184,1593,9708,12653,13906,19727,15199,52544,52568,86828,50748,52544,19687,2421162,281949,316503,20719,9741071,11194146,23180849,34687361,16028654,41919,22813,10300,19326,20739,721,8736,2715,18645,1823,8636,9537,2204,18084,1332
20,1624,1624,3837,1,0.001455,31730,60844,226094,274074,161313,8396,8285,12684,17864,26951,11852,1593,1132,18124,1613,9558,12684,11672,19747,15910,52544,52568,86828,50748,52544,20198,2353595,270959,292819,23505,10406819,18316014,23767399,35716411,16312216,8746,23534,2194,31849,20859,762,9017,6092,18325,2204,8827,9157,5651,18144,1343
20,1624,1624,3837,1,0.001455,36999,59291,233908,276429,142938,8586,8476,10339,18425,27181,8446,1553,1333,17994,1593,9588,12453,11482,20759,16882,52544,52568,86828,50748,52544,21260,2406774,265918,290815,21711,10706101,18619413,24126232,34327025,16096612,9769,9137,6382,30137,20519,621,9107,3126,18665,1342,8747,9017,7383,18785,1322
20,1624,1624,3837,1,0.001455,31759,58891,232787,279885,120816,8465,8596,10840,18365,27402,8526,1673,1323,17944,1563,9769,12363,11872,20759,17473,52544,52568,86828,50748,52544,18585,2382989,274906,277391,22161,10613427,19224097,22242428,34785656,15905774,8807,9118,3596,18765,20248,1713,6793,9016,18675,1383,8576,9307,3106,32381,1914
20,1624,1624,3837,1,0.001455,46356,59792,231554,282329,118993,8306,8075,12603,18345,27091,8736,1563,1362,18615,1563,9799,14567,11472,20489,17583,52544,52568,86828,50748,52544,18975,2402316,293690,294172,21129,10666076,18652215,22037785,33138837,15787672,9828,9268,20188,19396,20529,701,9047,5290,19026,1794,8907,8265,1433,18304,1372
21,1723,1723,4117,1,0.001387,27171,52949,270918,292359,131386,5500,5590,8055,15319,25016,5390,1783,1443,14297,1803,6602,8826,12714,17793,11151,56300,56324,92304,54593,56300,14127,2877116,323837,334638,16301,11744107,19531825,23231283,43654971,21309790,40336,21270,9218,15249,17383,852,6012,2775,15429,2444,5520,5931,3276,14808,1413
21,1723,1723,4117,1,0.001387,30497,53230,250801,281869,180338,5430,5811,11491,14627,24025,5490,1734,2004,14397,1763,6372,8336,8796,17032,12774,56300,56324,92304,54593,56300,14237,2879091,303328,319730,18655,12099264,19478706,28467785,43915249,22265172,5691,18034,2585,15079,17253,832,5290,5069,15609,2024,5620,5740,5541,14848,1443
21,1723,1723,4117,1,0.001387,36248,53391,265077,294453,158237,5170,5240,6803,14608,24376,5330,1723,1493,14407,1764,6432,8987,8616,17132,12854,56300,56324,92304,54593,56300,22151,2777650,299923,325761,15590,11455967,19500626,30586911,45535759,22488862,5651,5871,11151,27242,16891,771,5350,2705,15128,1332,5430,5941,7524,14878,1432
21,1723,1723,4117,1,0.001387,30507,54322,259948,309711,132107,5310,5761,7063,14618,24376,5330,1743,1392,14307,1733,6402,8956,8476,17633,12463,56300,56324,92304,54593,56300,13645,2790494,303038,305323,17123,11325383,19619559,26442076,45391838,22221640,5510,5931,2676,14998,16932,1883,4448,8997,15629,1443,5530,5450,2485,15199,2294
21,1723,1723,4117,1,0.001387,43302,53250,257053,282801,131727,5079,5059,11151,14988,24616,5370,1743,1704,14377,1723,7053,9187,9067,16611,13084,56300,56324,92304,54593,56300,13486,2795132,315091,325491,15249,11411674,19035965,26863055,41898997,22920080,5661,6762,6823,14888,17482,681,5690,5069,15029,1763,5701,5390,1593,14858,1492
22,5300,5300,13571,1,0.000483,110768,241954,919975,987883,425187,18375,19106,28132,48491,75462,18885,6652,6572,46537,6042,21921,29566,40355,55705,37491,184056,184080,287508,170152,184056,57628,27409721,1147933,1389026,55975,114276783,196899894,273606498,476586486,222604757,21450,21540,30938,49953,56236,6773,19507,18454,50845,5139,18755,19907,14697,48301,4778
22,5300,5300,13571,1,0.000483,112611,227818,894207,959169,426239,18274,18716,34415,48400,75331,18675,5820,13455,46617,5942,21891,32031,31328,56136,41117,184056,184080,287508,170152,184056,71895,27948101,1179733,1151550,87314,114164822,196732660,276165468,481153021,222639161,21190,57668,17312,49012,55204,4268,19336,28243,49783,5600,19055,20308,30106,48491,4950
22,5300,5300,13571,1,0.000483,119224,224932,930235,996579,517470,18104,18204,24786,47820,75131,18395,5730,10450,46978,5861,22041,30176,31879,55985,41347,184056,184080,287508,170152,184056,73017,27663938,1131051,1180544,52398,114467109,198299509,278522579,476771032,224633553,21270,20528,32431,85741,55183,3216,18826,20168,49032,5761,18825,19707,22492,48552,5501
22,5300,5300,13571,1,0.000483,117310,223379,870903,970300,428363,18475,19286,24827,49423,77014,18384,5731,13956,47179,5771,22903,29265,35176,55554,40486,184056,184080,287508,170152,184056,46637,27751582,1238634,1123287,54342,114464264,197922271,276334845,469503190,224839239,21360,20338,14777,48552,55544,5039,18295,28553,50505,5821,18785,19747,16912,48821,5660
22,5300,5300,13571,1,0.000483,146064,219262,907082,979166,434184,18094,19526,34916,48742,75351,18645,5771,8907,47509,5871,22382,31449,29726,55865,41598,184056,184080,287508,170152,184056,46637,27494349,1126864,1333652,54983,114408589,197155303,274284420,468012724,223851766,20930,21711,32711,48441,56476,2254,19647,15178,50144,6082,18945,19357,6652,48381,4599
23,48,48,224,0.05873,0.097222,1463,4218,24867,35096,8866,371,361,511,1132,1363,781,130,361,1252,151,470,661,742,1292,3617,2884,2908,4940,3086,2884,1092,15439,17112,22001,1042,9157,10580,17513,38231,8315,461,440,401,1122,1332,140,391,331,1252,90,390,401,361,1133,130
23,48,48,224,0.05873,0.097222,4909,3186,22562,31830,7814,351,281,491,1102,1233,320,110,291,1092,130,431,541,591,1223,1744,2884,2908,4940,3086,2884,891,12323,18555,21871,732,9097,11922,13004,39093,14548,291,420,361,1122,891,60,331,301,1142,100,331,341,311,1112,121
23,48,48,224,0.05873,0.097222,1483,2926,22402,30828,7924,200,280,401,1062,1203,281,130,241,1092,140,311,541,490,1303,1453,2884,2908,4940,3086,2884,812,12895,16991,21781,751,9007,10380,15960,38251,7664,340,370,290,1052,561,60,251,250,1082,90,241,230,251,1092,100
23,48,48,224,0.05873,0.097222,1553,2825,22793,30528,9057,220,271,361,1022,1152,260,110,210,1001,130,240,441,421,1233,1854,2884,2908,4940,3086,2884,721,15570,18344,21761,5099,6693,11432,12163,44594,6001,221,300,311,1102,671,70,190,241,1062,90,221,240,221,1062,111
23,48,48,224,0.05873,0.097222,4769,2574,22142,29526,8556,190,200,281,1042,1132,210,110,211,1032,120,300,381,371,1142,1763,2884,2908,4940,3086,2884,721,12273,18755,21991,4539,6682,8857,12143,38252,5861,231,281,280,1012,941,61,240,201,1072,80,251,210,200,1002,110
24,66,66,2211,0.076737,0.507576,9458,26951,274846,413526,74821,1453,1783,2134,8285,7004,871,971,851,8205,982,1533,1763,2625,8726,10259,26800,26824,35460,23691,26800,4138,199153,171952,212799,4709,81393,102462,113372,521258,53180,1092,3186,1252,7865,2494,922,1463,1402,8156,1072,1513,1493,1443,8085,771
24,66,66,2211,0.076737,0.507576,10159,24556,266821,391745,73097,1473,1453,2044,8076,6953,872,962,851,8225,992,1343,1703,2675,8647,9698,26800,26824,35460,23691,26800,3457,184596,175539,211457,4328,75972,104856,112150,521157,48400,1072,3186,1293,8045,2485,451,1463,1383,8105,741,1483,1493,1423,8055,762
24,66,66,2211,0.076737,0.507576,8987,24636,263785,423174,74480,1432,1472,2064,8276,7353,912,972,831,29866,972,1453,2605,2675,8786,9949,26800,26824,35460,23691,26800,3476,186540,174728,213290,4068,75832,103564,117691,519384,47940,1082,3246,1193,8165,2385,531,1483,1392,8225,731,1463,1513,1473,8696,752
24,66,66,2211,0.076737,0.507576,9338,27271,301575,421581,76344,1463,1483,2214,8236,6983,902,961,852,8366,962,1432,1793,2525,8897,9698,26800,26824,35460,23691,26800,3366,183775,173385,212248,5790,75832,113283,111770,534633,47879,1173,3176,1263,8156,2494,381,1523,1392,8145,751,1463,1523,1363,7855,772
24,66,66,2211,0.076737,0.507576,10620,27181,298249,423545,75191,1473,1513,2154,8326,6943,952,962,862,8486,982,1512,1813,2896,8776,9999,26800,26824,35460,23691,26800,3717,185097,176822,213621,5170,75792,106931,111008,528562,47769,1272,3176,1342,8045,2555,391,1483,1453,8125,751,1472,1473,1382,7735,762
25,112,112,376,0.004464,0.029974,2364,6031,31689,42960,13225,320,331,411,1273,1804,291,180,260,1383,210,431,681,861,1563,4588,4964,4988,9600,5932,4964,1393,32320,27532,34545,1443,41638,58981,82926,175079,49764,360,491,391,1413,1102,240,391,341,1363,310,611,310,340,1252,201
25,112,112,376,0.004464,0.029974,8536,4779,29986,43000,12163,311,311,381,1162,1684,251,190,211,1312,200,632,541,611,1503,2565,4964,4988,9600,5932,4964,1072,27832,29024,34014,1332,41798,64601,74259,167755,44674,241,380,350,1263,982,90,341,330,1203,201,301,290,410,1253,181
25,112,112,376,0.004464,0.029974,2224,4679,30327,42680,12413,271,271,331,1182,1724,231,190,210,1242,210,361,651,581,1533,2395,4964,4988,9600,5932,4964,1062,28915,27762,35176,1272,41147,58781,82855,165751,39965,230,351,351,1272,962,90,290,310,1252,140,311,311,371,1293,170
25,112,112,376,0.004464,0.029974,2545,4588,31549,42078,13846,291,371,361,1213,1753,240,180,231,1232,200,321,752,641,1614,2164,4964,4988,9600,5932,4964,912,35406,28845,33883,8957,41067,79028,73087,179006,40055,311,341,341,1272,1012,100,331,300,1232,281,291,281,280,1182,161
25,112,112,376,0.004464,0.029974,8667,3978,31058,41989,13585,261,290,361,1262,1663,240,180,220,1212,200,391,591,611,1463,2284,4964,4988,9600,5932,4964,972,29645,30057,35336,8877,40857,60824,73588,168766,39224,260,331,340,1212,1002,80,311,301,1242,140,280,270,281,1273,180
26,132,132,1890,0.081038,0.108471,8516,24186,198542,282580,63289,1332,1363,2755,7945,6943,1213,831,1212,8035,862,1643,2074,3386,8296,9417,23212,23236,32280,21086,23212,3667,224131,149019,168376,4678,161143,191429,238838,969989,115998,1894,2876,1613,7654,3226,631,1373,1362,8025,862,1372,1423,1332,7815,701
26,132,132,1890,0.081038,0.108471,33603,24656,202219,277351,67847,1322,1333,3206,7795,6913,1212,841,1173,7725,842,1593,2033,3677,8506,9588,23212,23236,32280,21086,23212,3717,214282,138921,187952,4569,137719,213200,218349,974828,142127,1393,2565,1473,8215,3246,441,1332,1292,7904,651,1382,1393,1714,7714,671
26,132,132,1890,0.081038,0.108471,8947,24546,198622,280957,119975,1302,1353,2736,8015,7053,1202,842,1583,8225,852,2345,2265,3186,8396,9969,23212,23236,32280,21086,23212,3898,217147,140914,173075,4047,137287,191970,247654,977935,122981,1372,2335,1553,8216,2906,361,1353,1302,7915,641,1813,1382,1452,7945,701
26,132,132,1890,0.081038,0.108471,8967,24837,205125,277190,64781,1363,1353,2926,8045,7233,1212,821,1172,8145,842,1523,2034,3076,8445,9508,23212,23236,32280,21086,23212,3497,240692,146314,171812,32010,137468,226866,219833,1002000,121918,1363,2344,1493,7794,3236,340,1472,1303,7865,1282,1403,1393,1323,7715,792
26,132,132,1890,0.081038,0.108471,9287,24056,220784,278493,64350,1333,1322,2755,8045,6973,1212,891,1183,8256,842,1553,2054,3637,8346,9207,23212,23236,32280,21086,23212,3667,218289,144110,173816,32210,136105,195477,218990,993914,120806,1482,2445,2425,7785,3216,351,1353,1573,8015,651,1423,1372,1322,7594,671
27,153,153,1288,0.113812,0.055022,5641,19927,159238,161282,42950,1082,1082,1734,5440,5089,852,581,822,5440,601,1182,1553,2224,5851,7064,16072,16096,23272,14760,16072,2935,162935,95940,111099,3256,142697,178875,225383,713718,105538,1293,2815,1192,5330,2605,251,1132,1062,5390,460,1092,1182,1052,5380,501
27,153,153,1288,0.113812,0.055022,23384,19457,111679,156724,57779,1072,982,1804,5270,4990,852,561,822,5391,591,1142,1553,2124,5630,6943,16072,16096,23272,14760,16072,2926,153548,90009,110588,4318,129262,197320,206447,709782,139311,942,2254,1102,6362,2585,260,1042,1002,5470,451,1042,1132,1032,5249,471
27,153,153,1288,0.113812,0.055022,5801,19567,111629,158788,45987,912,1022,1714,5350,5059,862,572,841,5460,581,1232,1633,2114,5801,7274,16072,16096,23272,14760,16072,2895,154139,91532,111950,3767,127499,181360,232917,717175,120376,901,1363,1152,6172,2154,270,1062,991,5320,471,1032,1062,1012,5430,471
27,153,153,1288,0.113812,0.055022,5561,19637,122640,159369,44193,1012,1062,1693,5440,5079,832,591,902,5530,591,1132,1563,2054,5861,6562,16072,16096,23272,14760,16072,2605,172002,92653,113192,24516,125605,205796,208421,746610,119534,1012,1433,1012,5250,2475,251,1001,992,5360,450,1052,1142,912,5230,481
27,153,153,1288,0.113812,0.055022,6913,18284,114955,158878,43101,1032,912,1683,5400,4959,882,571,892,5660,581,1162,1533,2465,5781,6132,16072,16096,23272,14760,16072,2655,155061,92433,113974,21942,126798,179907,207539,718908,119304,892,1473,2054,5350,2525,240,1082,912,5370,461,1042,1022,992,5240,471
28,420,420,4140,0.016162,0.023469,18525,56155,437501,620234,133149,2876,3056,3807,17583,15259,2414,1884,2564,17684,1843,3126,4258,5150,18455,6842,51364,51388,78744,54852,51364,7765,1164514,307386,376847,10961,1280502,1865730,2104347,7285244,998934,3166,6683,3437,16711,6733,1363,2996,2965,17513,1684,2886,3035,2996,17473,1433
28,420,420,4140,0.016162,0.023469,19657,52518,422443,591329,191880,2846,2805,3897,17563,15158,2445,1813,2495,17674,1844,3045,4268,4839,18504,7113,51364,51388,78744,54852,51364,8015,1164695,307427,378229,8657,1274511,1875308,2027773,7307286,1145519,2525,6402,2785,19396,6923,722,2995,2915,17543,1373,2815,2986,3366,17162,1403
28,420,420,4140,0.016162,0.023469,18544,53270,430327,591971,144602,2826,2856,3737,17754,15359,2465,1833,2604,17874,1844,3096,4488,4839,18164,7164,51364,51388,78744,54852,51364,8165,1143545,325090,380353,9929,1273329,1855090,2114946,7306995,1022598,2465,4308,3036,19587,6362,722,2955,2955,17562,1382,2845,3056,3136,17502,1413
28,420,420,4140,0.016162,0.023469,18315,52499,440797,589215,138439,2826,2845,4077,17924,15299,2475,1833,2465,17994,1844,3176,4288,4799,19436,6944,51364,51388,78744,54852,51364,7915,1148414,314560,383499,10279,1268339,1956330,2020760,7399779,1027147,2414,4318,2856,17112,6842,722,3035,2885,17603,2134,2926,3046,3146,17283,1422
28,420,420,4140,0.016162,0.023469,21490,52629,430819,594815,151674,2845,2745,3667,17864,15178,2554,1834,2515,17793,1833,3016,4248,4568,18144,6682,51364,51388,78744,54852,51364,8476,1150387,312516,387076,12303,1259032,1834270,2017104,7317976,1002089,2855,4348,5770,17363,6732,721,2946,3106,17593,1382,2876,2915,3005,17193,1403
29,420,420,4140,0.016162,0.023469,18044,56586,440626,624792,136256,2855,2906,3817,17643,15218,2445,1813,2485,17683,1833,3336,4228,4799,18194,6672,51364,51388,78744,54852,51364,7845,1168541,313468,383188,9188,1272296,1830604,2061256,7306374,979187,3136,6613,3086,16862,6713,1633,3015,2946,17753,2033,2885,3076,3025,17513,1433
29,420,420,4140,0.016162,0.023469,19447,52459,430597,597631,189315,2835,2775,3947,17663,15229,2445,1813,2494,17673,1883,2986,4097,4759,18255,6753,51364,51388,78744,54852,51364,7735,1106515,313057,385974,8386,1257459,1850791,2022724,7364122,1054278,2475,6201,2865,19697,6773,752,3016,2875,17372,1422,2886,3026,3226,17263,1433
29,420,420,4140,0.016162,0.023469,18836,52569,428985,597511,143649,2785,2865,3707,17663,15720,2435,1834,2555,17943,1833,3055,4478,4849,18205,6843,51364,51388,78744,54852,51364,8145,1152231,313759,387366,10790,1256016,1837727,2067438,7355185,995848,2435,4238,3006,19637,6342,721,2965,2895,17743,1372,2845,3036,3196,17402,1392
29,420,420,4140,0.016162,0.023469,18185,53220,444503,596538,139592,2895,2886,4017,17703,15569,2445,1813,2515,17893,1844,3065,4158,4679,18114,6733,51364,51388,78744,54852,51364,7424,1150107,320231,391004,10019,1265203,1939307,2013236,7403977,1009774,2394,4358,2946,17142,6712,721,3186,2976,17774,1884,2926,3075,2985,17654,1423
29,420,420,4140,0.016162,0.023469,21390,52759,436017,602751,136315,2846,2745,3777,17683,15378,2474,1813,2575,17803,1814,3086,4298,4769,18204,6653,51364,51388,78744,54852,51364,8155,1150498,314310,394911,9699,1252269,1826175,2011113,7385072,1003302,2886,4358,5801,17373,6713,851,2925,3186,17954,1383,2956,3016,3026,17232,1423
30,1074,1074,7017,0.054561,0.006083,36208,111780,710112,951073,224761,7084,7124,12023,32040,29976,6733,2996,6161,34876,3016,7934,10439,17563,37310,14998,88504,88528,128952,89726,88504,17843,3666427,514495,644459,22563,6624666,10091418,11479442,31219277,6978930,7995,21932,11111,37791,17282,1192,7484,6342,36138,2445,7064,7875,6442,33303,2294
